category,room_count,bathroom_count,size,type,price,city,region
Appartements,1.0,1.0,90.0,À Louer,600.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,280000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,180000.0,Mahdia,Autres villes
Terrains et Fermes,,,,À Vendre,400000.0,Mahdia,Chebba
Appartements,1.0,1.0,65.0,À Louer,450.0,Mahdia,Mahdia
Appartements,2.0,1.0,102.0,À Louer,550.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,120000.0,Mahdia,Ksour Essef
Maisons et Villas,3.0,1.0,150.0,À Louer,370.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,150000.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,40000.0,Mahdia,Chebba
Appartements,1.0,1.0,58.0,À Vendre,130000.0,Mahdia,Mahdia
Appartements,2.0,1.0,90.0,À Vendre,170000.0,Mahdia,Ksour Essef
Terrains et Fermes,,,,À Vendre,600000.0,Mahdia,Mahdia
Appartements,2.0,1.0,120.0,À Louer,850.0,Mahdia,Mahdia
Terrains et Fermes,,,,À Vendre,380000.0,Mahdia,Mahdia
Appartements,2.0,1.0,102.0,À Louer,500.0,Mahdia,Mahdia
Appartements,1.0,1.0,75.0,À Louer,350.0,Mahdia,Mahdia
Appartements,2.0,1.0,85.0,À Louer,500.0,Mahdia,Autres villes
Appartements,1.0,1.0,28.0,À Louer,200.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,80.0,À Louer,35.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,60000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,185000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,10000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,30000.0,Médenine,Autres villes
Maisons et Villas,3.0,2.0,160.0,À Vendre,111000.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,1.0,120.0,À Vendre,250000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,220000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,165000.0,Médenine,Autres villes
Maisons et Villas,2.0,1.0,90.0,À Louer,70.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,2.0,120.0,À Louer,1100.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,65000.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,2.0,120.0,À Vendre,285000.0,Médenine,Djerba - Midoun
"Magasins, Commerces et Locaux industriels",5.0,1.0,30.0,À Louer,150.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,20000.0,Médenine,Médenine Sud
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,160.0,À Louer,600.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,111000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,500.0,À Louer,1500.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,495000.0,Médenine,Autres villes
Maisons et Villas,3.0,1.0,148.0,À Vendre,300000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,4.0,1.0,2000.0,À Louer,520.0,Médenine,Djerba - Midoun
Locations de vacances,2.0,1.0,100.0,À Louer,50.0,Médenine,Djerba-Houmt Souk
Appartements,3.0,1.0,180.0,À Vendre,180000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,2.0,200.0,À Vendre,220000.0,Médenine,Ben Gardane
Locations de vacances,1.0,1.0,75.0,À Louer,50.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,8.0,4.0,500.0,À Vendre,558000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,2.0,1.0,80.0,À Louer,600.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,140000.0,Médenine,Djerba - Midoun
Maisons et Villas,10.0,4.0,800.0,À Vendre,400000.0,Médenine,Médenine Sud
Locations de vacances,3.0,1.0,90.0,À Louer,850.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,133.0,À Vendre,150000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,180000.0,Médenine,Autres villes
Appartements,3.0,3.0,204.0,À Vendre,520000.0,Médenine,Djerba - Midoun
Maisons et Villas,5.0,3.0,270.0,À Vendre,300000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,400000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,40000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,150000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,2.0,1.0,120.0,À Louer,400.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,180000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,50000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,85000.0,Médenine,Djerba-Houmt Souk
Locations de vacances,1.0,1.0,75.0,À Louer,45.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,33000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Zarzis
Locations de vacances,2.0,1.0,400.0,À Louer,1900.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,2.0,350.0,À Louer,1300.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,2.0,350.0,À Vendre,275000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,20000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,30000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,93000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,15000.0,Médenine,Médenine
Maisons et Villas,7.0,2.0,507.0,À Vendre,450000000.0,Médenine,Autres villes
Maisons et Villas,3.0,2.0,140.0,À Vendre,275000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,390000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,98000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,65000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,45000.0,Médenine,Autres villes
Locations de vacances,2.0,1.0,80.0,À Louer,2400.0,Médenine,Djerba - Midoun
Locations de vacances,2.0,1.0,80.0,À Louer,1500.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,75000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,100.0,À Louer,650.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,4.0,1.0,200.0,À Vendre,125000.0,Médenine,Zarzis
Terrains et Fermes,,,,À Vendre,135000.0,Médenine,Zarzis
Maisons et Villas,3.0,2.0,300.0,À Louer,750.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,37000.0,Médenine,Djerba - Ajim
Locations de vacances,2.0,1.0,120.0,À Louer,40.0,Médenine,Djerba-Houmt Souk
Locations de vacances,1.0,1.0,75.0,À Louer,50.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,85000.0,Médenine,Zarzis
Terrains et Fermes,,,,À Vendre,280000.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,90.0,À Vendre,160000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,180.0,À Vendre,295000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,190.0,À Vendre,290000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,160.0,À Vendre,260000.0,Médenine,Autres villes
Maisons et Villas,3.0,1.0,1350.0,À Vendre,190000.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,75.0,À Louer,700.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,70.0,À Louer,50.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,1500000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,700000.0,Médenine,Autres villes
Appartements,2.0,1.0,100.0,À Louer,50.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,50000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,11111111111.0,Médenine,Autres villes
Maisons et Villas,5.0,3.0,600.0,À Louer,750.0,Médenine,Autres villes
Maisons et Villas,5.0,3.0,270.0,À Vendre,300000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,2.0,220.0,À Vendre,450000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,100.0,À Louer,500.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,90000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,4.0,1.0,288.0,À Vendre,95000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,200000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,450.0,À Vendre,111111.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,2.0,1.0,175.0,À Louer,600.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,150000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,180000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,2.0,150.0,À Louer,750.0,Médenine,Autres villes
Maisons et Villas,2.0,1.0,120.0,À Louer,800.0,Médenine,Autres villes
Maisons et Villas,3.0,1.0,2000.0,À Vendre,150000.0,Médenine,Djerba-Houmt Souk
Locations de vacances,1.0,1.0,100.0,À Louer,350.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,5.0,2.0,220.0,À Vendre,330000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,1.0,150.0,À Vendre,120000.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,2.0,350.0,À Louer,950.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,110000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,350.0,À Vendre,280000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,150.0,À Louer,1500.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,170000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,220000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,140000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,130000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,120000000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,18500.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,32000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,60000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,5.0,2.0,155.0,À Vendre,210000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,50000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,1200000.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,160.0,À Louer,50.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,45.0,À Louer,40.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,180000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,160000.0,Médenine,Djerba - Midoun
Maisons et Villas,5.0,5.0,840.0,À Vendre,840000.0,Médenine,Autres villes
Maisons et Villas,5.0,2.0,140.0,À Vendre,120000.0,Médenine,Ben Gardane
Maisons et Villas,3.0,1.0,380.0,À Vendre,80000000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,127000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,170.0,À Vendre,270000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,150000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,90000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,115000.0,Médenine,Médenine Nord
Maisons et Villas,1.0,1.0,70.0,À Louer,650.0,Médenine,Autres villes
Maisons et Villas,6.0,1.0,200.0,À Vendre,85000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,2.0,180.0,À Vendre,290000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,123000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,30000.0,Médenine,Djerba - Ajim
Terrains et Fermes,,,,À Vendre,75000.0,Médenine,Médenine
Locations de vacances,1.0,1.0,60.0,À Louer,80.0,Médenine,Autres villes
Appartements,2.0,1.0,50.0,À Louer,50.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,145.0,À Louer,170.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,95000.0,Médenine,Djerba - Midoun
Maisons et Villas,7.0,4.0,400.0,À Vendre,625000.0,Médenine,Zarzis
Locations de vacances,4.0,2.0,350.0,À Louer,3500.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,2.0,120.0,À Louer,1000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,81.0,À Louer,600.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,240000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,500.0,À Louer,550.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,100000.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,120.0,À Vendre,90000.0,Médenine,Djerba - Midoun
Locations de vacances,2.0,1.0,110.0,À Louer,40.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,4.0,1.0,500.0,À Vendre,180000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,100.0,À Louer,450.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,20000.0,Médenine,Autres villes
Maisons et Villas,3.0,2.0,857.0,À Vendre,850000.0,Médenine,Djerba - Midoun
Locations de vacances,1.0,1.0,70.0,À Louer,30.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,38000.0,Médenine,Médenine Nord
Maisons et Villas,2.0,2.0,140.0,À Vendre,280000.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,3.0,220.0,À Louer,3200.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,100.0,À Louer,400.0,Médenine,Djerba - Midoun
Appartements,3.0,1.0,120.0,À Louer,550.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,130.0,À Vendre,145000.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,40000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,3.0,1000.0,À Vendre,999999999.0,Médenine,Médenine
Maisons et Villas,2.0,1.0,155.0,À Vendre,120000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,2.0,170.0,À Louer,350.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,50000.0,Médenine,Médenine Sud
"Magasins, Commerces et Locaux industriels",2.0,0.0,60.0,À Louer,800.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,109000.0,Médenine,Djerba - Midoun
Maisons et Villas,4.0,2.0,628.0,À Vendre,500000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,115000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,1.0,184.0,À Vendre,279990.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,25800.0,Médenine,Djerba - Midoun
Maisons et Villas,2.0,1.0,250.0,À Louer,250.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,60000.0,Médenine,Zarzis
Terrains et Fermes,,,,À Vendre,350000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,3.0,250.0,À Vendre,385000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,35000.0,Médenine,Médenine Nord
Maisons et Villas,3.0,1.0,120.0,À Louer,450.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,2200000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,55000.0,Médenine,Djerba - Midoun
Maisons et Villas,7.0,1.0,315.0,À Vendre,190000.0,Médenine,Zarzis
Appartements,1.0,1.0,50.0,À Louer,45.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,150000.0,Médenine,Autres villes
Maisons et Villas,2.0,1.0,105.0,À Vendre,220000.0,Médenine,Djerba-Houmt Souk
Appartements,2.0,1.0,55.0,À Louer,350.0,Médenine,Autres villes
Maisons et Villas,5.0,1.0,130.0,À Vendre,160000.0,Médenine,Médenine Sud
Terrains et Fermes,,,,À Vendre,10000.0,Médenine,Ben Gardane
Maisons et Villas,3.0,2.0,210.0,À Louer,1200.0,Médenine,Djerba-Houmt Souk
Locations de vacances,1.0,1.0,160.0,À Louer,50.0,Médenine,Djerba - Midoun
Locations de vacances,2.0,2.0,130.0,À Louer,200.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,120000.0,Médenine,Médenine Sud
Terrains et Fermes,,,,À Vendre,130000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,150000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,4.0,1.0,400.0,À Vendre,35000.0,Médenine,Médenine Nord
Terrains et Fermes,,,,À Vendre,40000.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,85000.0,Médenine,Djerba-Houmt Souk
Locations de vacances,2.0,1.0,65.0,À Louer,60.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,160000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,90000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,75000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Médenine
Terrains et Fermes,,,,À Vendre,250000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,75000.0,Médenine,Djerba - Midoun
Maisons et Villas,3.0,1.0,135.0,À Vendre,165000.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,95437774.0,Médenine,Ben Gardane
Terrains et Fermes,,,,À Vendre,53000.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,2.0,1.0,138.0,À Louer,350.0,Médenine,Autres villes
Maisons et Villas,3.0,1.0,120.0,À Louer,350.0,Médenine,Djerba-Houmt Souk
Bureaux et Plateaux,4.0,2.0,82.0,À Louer,850.0,Médenine,Djerba-Houmt Souk
Maisons et Villas,3.0,4.0,502.0,À Vendre,650000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Autres villes
Maisons et Villas,3.0,1.0,140.0,À Vendre,90000.0,Médenine,Médenine
Maisons et Villas,2.0,2.0,140.0,À Louer,1600.0,Médenine,Djerba-Houmt Souk
Terrains et Fermes,,,,À Vendre,70000.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,80000.0,Médenine,Autres villes
Appartements,2.0,1.0,90.0,À Vendre,11111111.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,350000.0,Médenine,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Louer,400.0,Médenine,Djerba - Midoun
Terrains et Fermes,,,,À Vendre,60000.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,120000.0,Médenine,Djerba-Houmt Souk
Locations de vacances,3.0,1.0,200.0,À Louer,300.0,Médenine,Autres villes
Terrains et Fermes,,,,À Vendre,64000.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,20000.0,Monastir,Sahline
Appartements,2.0,1.0,80.0,À Louer,320.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,2200000.0,Monastir,Sahline
Terrains et Fermes,,,,À Vendre,230000.0,Monastir,Jemmal
Appartements,2.0,1.0,90.0,À Louer,550.0,Monastir,Autres villes
Appartements,2.0,1.0,100.0,À Louer,500.0,Monastir,Monastir
Maisons et Villas,5.0,1.0,600.0,À Vendre,300000000.0,Monastir,Sayada-Lamta-Bou Hajar
Colocations,2.0,1.0,100.0,À Louer,100.0,Monastir,Ksar Hellal
Appartements,1.0,1.0,65.0,À Louer,450.0,Monastir,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Louer,50.0,Monastir,Monastir
Maisons et Villas,3.0,1.0,125.0,À Louer,549.0,Monastir,Autres villes
Appartements,2.0,2.0,130.0,À Louer,450.0,Monastir,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,180.0,À Louer,230.0,Monastir,Moknine
Appartements,1.0,1.0,75.0,À Louer,450.0,Monastir,Monastir
Appartements,1.0,1.0,65.0,À Louer,380.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,390000.0,Monastir,Monastir
Maisons et Villas,2.0,1.0,100.0,À Louer,330.0,Monastir,Monastir
Appartements,1.0,1.0,45.0,À Louer,170.0,Monastir,Autres villes
Appartements,1.0,1.0,60.0,À Vendre,139000.0,Monastir,Monastir
Appartements,3.0,1.0,100.0,À Louer,400.0,Monastir,Monastir
Appartements,2.0,1.0,60.0,À Louer,390.0,Monastir,Monastir
Appartements,1.0,1.0,80.0,À Louer,50.0,Monastir,Autres villes
Maisons et Villas,3.0,1.0,354.0,À Vendre,100000.0,Monastir,Jemmal
Maisons et Villas,9.0,1.0,400.0,À Vendre,2000000.0,Monastir,Monastir
Appartements,2.0,1.0,100.0,À Louer,350.0,Monastir,Sahline
Terrains et Fermes,,,,À Vendre,40000.0,Monastir,Autres villes
Appartements,4.0,2.0,80.0,À Vendre,70000.0,Monastir,Moknine
Appartements,2.0,1.0,114.0,À Vendre,195000.0,Monastir,Monastir
Appartements,1.0,1.0,70.0,À Louer,340.0,Monastir,Autres villes
Appartements,2.0,1.0,81.0,À Vendre,130000.0,Monastir,Monastir
Appartements,3.0,1.0,102.0,À Louer,550.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,185900.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,496000.0,Monastir,Monastir
Maisons et Villas,10.0,5.0,600.0,À Vendre,27550157.0,Monastir,Ksar Hellal
Bureaux et Plateaux,2.0,1.0,80.0,À Louer,300.0,Monastir,Moknine
Maisons et Villas,3.0,1.0,340.0,À Vendre,480000.0,Monastir,Monastir
Maisons et Villas,4.0,1.0,416.0,À Vendre,550000.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,30000.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,180000.0,Monastir,Autres villes
Bureaux et Plateaux,1.0,0.0,45.0,À Louer,380.0,Monastir,Monastir
Appartements,1.0,1.0,55.0,À Louer,370.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,150000000.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,110000.0,Monastir,Autres villes
Maisons et Villas,4.0,1.0,280.0,À Vendre,110000.0,Monastir,Moknine
Appartements,2.0,1.0,84.0,À Vendre,105000.0,Monastir,Monastir
Locations de vacances,2.0,1.0,125.0,À Louer,590.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,20000.0,Monastir,Ouerdanine
Terrains et Fermes,,,,À Vendre,26000.0,Monastir,Moknine
Appartements,2.0,1.0,70.0,À Vendre,58000.0,Monastir,Monastir
Appartements,2.0,1.0,100.0,À Louer,600.0,Monastir,Monastir
Appartements,2.0,1.0,81.0,À Vendre,130000.0,Monastir,Monastir
Bureaux et Plateaux,4.0,1.0,900.0,À Louer,1500.0,Monastir,Ouerdanine
Terrains et Fermes,,,,À Vendre,244000.0,Monastir,Monastir
Maisons et Villas,3.0,1.0,138.0,À Vendre,150000.0,Monastir,Bekalta
Appartements,1.0,1.0,50.0,À Louer,320.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,110000.0,Monastir,Ouerdanine
Appartements,2.0,1.0,100.0,À Louer,800.0,Monastir,Monastir
Appartements,2.0,1.0,50.0,À Louer,320.0,Monastir,Autres villes
Locations de vacances,2.0,1.0,90.0,À Louer,60.0,Monastir,Monastir
Maisons et Villas,2.0,1.0,100.0,À Louer,600.0,Monastir,Monastir
Appartements,1.0,1.0,54.0,À Louer,400.0,Monastir,Monastir
Appartements,2.0,1.0,110.0,À Louer,800.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,130000.0,Monastir,Moknine
Maisons et Villas,4.0,2.0,312.0,À Vendre,600000.0,Monastir,Monastir
Appartements,1.0,1.0,70.0,À Louer,60.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,37600.0,Monastir,Ouerdanine
Appartements,2.0,1.0,76.0,À Vendre,80000.0,Monastir,Autres villes
Appartements,3.0,2.0,100.0,À Louer,400.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,210000.0,Monastir,Sayada-Lamta-Bou Hajar
Appartements,1.0,1.0,70.0,À Louer,420.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,200000.0,Monastir,Autres villes
Maisons et Villas,4.0,2.0,200.0,À Louer,1000.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,288000.0,Monastir,Monastir
Appartements,2.0,2.0,100.0,À Louer,500.0,Monastir,Monastir
Appartements,3.0,1.0,83.0,À Louer,450.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,313600.0,Monastir,Monastir
Appartements,2.0,1.0,104.0,À Vendre,240000.0,Monastir,Monastir
Appartements,3.0,1.0,100.0,À Vendre,160000.0,Monastir,Monastir
Appartements,3.0,1.0,120.0,À Louer,600.0,Monastir,Monastir
Appartements,2.0,1.0,105.0,À Louer,1200.0,Monastir,Autres villes
Locations de vacances,1.0,1.0,70.0,À Louer,40.0,Monastir,Monastir
Appartements,1.0,1.0,60.0,À Louer,330.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,11000.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,57000.0,Monastir,Jemmal
Appartements,1.0,1.0,65.0,À Louer,550.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,35000.0,Monastir,Autres villes
Terrains et Fermes,,,,À Vendre,500000.0,Monastir,Monastir
Appartements,3.0,1.0,100.0,À Louer,450.0,Monastir,Monastir
Appartements,2.0,1.0,90.0,À Louer,600.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,83000.0,Monastir,Ouerdanine
Maisons et Villas,4.0,2.0,600.0,À Vendre,750000.0,Monastir,Ksar Hellal
Terrains et Fermes,,,,À Vendre,650000.0,Monastir,Monastir
Terrains et Fermes,,,,À Vendre,22663600.0,Monastir,Autres villes
